Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,X9281,X9282,X9283,Sales,Quantity,Discount,Returned,,,,,
CA-2016-117415,42731,42735,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,Global Fabric Manager's Chair,Dark Gray,212.058,3,0.3,0,,,,
CA-2016-117415,42731,42735,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,0,,,,,
CA-2018-120999,43353,43358,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,0,,,,,
CA-2017-101343,42933,42938,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,Eldon Base for stackable storage shelf,platinum,77.88,2,0,0,,,,
CA-2018-139619,43362,43366,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,Advantus 10-Drawer Portable Organizer,Chrome Metal Frame,Smoke Drawers,95.616,2,0.2,0,,,
CA-2017-118255,42805,42807,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,25/Pack,45.98,2,0,0,,,,
CA-2017-118255,42805,42807,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,0,,,,,
CA-2015-146703,42297,42302,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,Gould Plastics 9-Pocket Panel Bin,18-3/8w x 5-1/4d x 20-1/2h,Black,211.96,4,0,0,,,
CA-2017-169194,42906,42911,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,45,3,0,0,,,,,
CA-2017-169194,42906,42911,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover,Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,21.8,2,0,0,,,,
CA-2016-115742,42478,42482,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,C-Line Peel & Stick Add-On Filing Pockets,8-3/4 x 5-1/8,10/Pack,38.22,6,0,0,,,
CA-2016-115742,42478,42482,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0,0,,,,,
CA-2016-115742,42478,42482,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,0,,,,,
CA-2016-115742,42478,42482,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,Global Leather Task Chair,Black,89.99,1,0,0,,,,
CA-2017-105816,43080,43086,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,0,,,,,
CA-2017-105816,43080,43086,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,Array Parchment Paper,Assorted Colors,14.56,2,0,1,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,ImationÊ8gb Micro Traveldrive Usb 2.0ÊFlash Drive,30,2,0,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,0,,,,,
CA-2017-111682,42903,42904,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0,0,,,,,
CA-2016-135545,42698,42704,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,3/Pack,13.98,2,0,0,,,,
"CA-2016-135545,42698,42704,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11"",25.824,6,0.2,0",,,,,,,,,,,,,,,,,,,,,,,,
CA-2016-135545,42698,42704,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0,0,,,,,
CA-2016-135545,42698,42704,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,0,,,,,
US-2016-164175,42490,42495,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair,Gray,213.115,5,0.3,0,,,,
CA-2015-106376,42343,42348,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener,Beige,1113.024,8,0.2,0,,,,
CA-2015-106376,42343,42348,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,0,,,,,
CA-2017-119823,42890,42892,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter,Triplicate,75.88,2,0,0,,,,
CA-2017-106075,42996,43001,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,0,,,,,
"CA-2018-114440,43357,43360,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16"",19.05,3,0,0",,,,,,,,,,,,,,,,,,,,,,,,
US-2016-134026,42486,42492,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,0,,,,,
"US-2016-134026,42486,42492,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"",97.04,2,0.2,0",,,,,,,,,,,,,,,,,,,,,,,,
US-2016-134026,42486,42492,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,0,,,,,
US-2018-118038,43443,43445,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,0,,,,,
"US-2018-118038,43443,43445,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,6"" Cubicle Wall Clock, Black,9.708,3,0.6,0",,,,,,,,,,,,,,,,,,,,,,,,
US-2018-118038,43443,43445,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,SimpliFile Personal File,Black Granite,15w x 6-15/16d x 11-1/4h,27.24,3,0.2,0,,,
US-2015-147606,42334,42339,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,Eldon Expressions Desk Accessory,Wood Pencil Holder,Oak,19.3,5,0.6,0,,,
"CA-2017-127208,42898,42901,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,1.7 Cubic Foot Compact ""Cube"" Office Refrigerators,208.16,1,0,0",,,,,,,,,,,,,,,,,,,,,,,,
CA-2017-127208,42898,42901,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,0,,,,,
CA-2015-139451,42289,42293,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,Premium Writing Pencils,Soft,#2 by Central Association for the Blind,14.9,5,0,0,,,
CA-2015-139451,42289,42293,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer,Black,21.39,1,0,0,,,,
CA-2016-149734,42616,42621,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,0,,,,,
US-2018-119662,43417,43420,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,0,,,,,
CA-2018-140088,43248,43250,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,0,,,,,
CA-2018-155558,43399,43406,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,LogitechÊLS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,0,,,,,
CA-2018-155558,43399,43406,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0,0,,,,,
CA-2017-159695,42830,42835,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,0,,,,,
CA-2017-109806,42995,43000,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,0,,,,,
CA-2017-109806,42995,43000,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,0,,,,,
CA-2017-109806,42995,43000,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0,0,,,,,
CA-2016-149587,42400,42405,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0,0,,,,,
"CA-2016-149587,42400,42405,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,Seth Thomas 13 1/2"" Wall Clock,53.34,3,0,0",,,,,,,,,,,,,,,,,,,,,,,,
CA-2016-149587,42400,42405,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,0,,,,,
US-2018-109484,43410,43416,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,0,,,,,
CA-2018-161018,43413,43415,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,0,,,,,
CA-2018-157833,43268,43271,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,0,,,,,
CA-2017-149223,42984,42989,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,0,,,,,
CA-2017-158568,42976,42980,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,0,,,,,
CA-2017-158568,42976,42980,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,0,,,,,
CA-2017-158568,42976,42980,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,1,,,,,
CA-2017-129903,43070,43073,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,0,,,,,
US-2016-156867,42687,42691,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,0,,,,,
US-2016-156867,42687,42691,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Lighweight,Studded,Beveled Mat for Low Pile Carpeting,102.36,3,0.2,0,,,
"US-2016-156867,42687,42691,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets,36.882,3,0.7,0",,,,,,,,,,,,,,,,,,,,,,,,
CA-2018-119004,43427,43432,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,0,,,,,
CA-2018-119004,43427,43432,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,0,,,,,
CA-2018-119004,43427,43432,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,0,,,,,
CA-2016-129476,42658,42663,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,LogitechÊGaming G510s - Keyboard,339.96,5,0.2,0,,,,,
CA-2018-146780,43459,43464,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,0,,,,,
CA-2017-128867,43042,43049,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,Hunt PowerHouse Electric Pencil Sharpener,Blue,75.96,2,0,0,,,,
"CA-2017-128867,43042,43049,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1"" Binders,27.24,6,0,0",,,,,,,,,,,,,,,,,,,,,,,,
CA-2015-115259,42241,42243,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,OIC Colored Binder Clips,Assorted Sizes,40.096,14,0.2,0,,,,
